Average Diameter,Time
5.182548,21.25196
5.182548,21.27108
5.182835,21.28975
5.182926,21.30878
5.183254,21.32777
5.183802,21.34651
5.183969,21.36653
5.184395,21.38599
5.185049,21.40474
5.185822,21.42273
5.186501,21.44118
5.187217,21.46107
5.187891,21.48105
5.188571,21.49989
5.189237,21.51897
5.189888,21.53705
5.19054,21.55593
5.19119,21.57507
5.19183,21.59382
5.192469,21.61292
5.193105,21.63177
5.193329,21.65071
5.194076,21.67199
5.194637,21.68976
5.195362,21.70862
5.196191,21.72755
5.196953,21.74649
5.197715,21.76546
5.198473,21.78448
5.199214,21.80247
5.199955,21.82121
5.200719,21.84019
5.201619,21.85959
5.202072,21.8815
5.202527,21.90035
5.202952,21.91933
5.203492,21.93822
5.204079,21.95771
5.204627,21.97666
5.205251,21.99549
5.20589,22.01449
5.206532,22.03395
5.206934,22.05323
5.207534,22.07297
5.20815,22.09406
5.208889,22.11401
5.209593,22.13298
5.210297,22.15101
5.210983,22.16985
5.211643,22.18878
5.212418,22.20765
5.21332,22.22668
5.214007,22.24481
5.214567,22.26435
5.21506,22.28361
5.215462,22.30438
5.215979,22.32316
5.216384,22.34226
5.216915,22.36149
5.217203,22.38007
5.217525,22.39905
5.218067,22.41701
5.218496,22.43552
5.218861,22.45444
5.219397,22.47334
5.219843,22.49136
5.220382,22.51217
5.220995,22.53088
5.221614,22.54956
5.222234,22.56941
5.222703,22.58814
5.222955,22.60618
5.223131,22.62597
5.223696,22.64424
5.224258,22.66186
5.224773,22.68102
5.225293,22.6999
5.225745,22.72057
5.226326,22.74025
5.22684,22.75961
5.227228,22.77744
5.227613,22.79635
5.227999,22.81548
5.228375,22.83458
5.228884,22.85333
5.229303,22.87249
5.229784,22.89123
5.230329,22.90931
5.230872,22.93055
5.231415,22.94996
5.231893,22.96893
5.232355,22.98763
5.2328,23.0069
5.23326,23.0253
5.233646,23.04486
5.234032,23.0627
5.234418,23.08173
5.234878,23.09953
5.235463,23.11749
5.235993,23.13828
5.236512,23.1575
5.237036,23.17643
5.237571,23.19545
5.238106,23.2135
5.238629,23.23306
5.23918,23.2535
5.239735,23.2733
5.240358,23.29285
5.240981,23.31167
5.24156,23.33075
5.242088,23.35153
5.242616,23.36959
5.243186,23.38874
5.243805,23.40752
5.244373,23.42655
5.244967,23.44551
5.245577,23.46443
5.246228,23.48341
5.246879,23.50255
5.247516,23.52122
5.248134,23.54032
5.248728,23.56217
5.249321,23.58097
5.249873,23.60049
5.250424,23.61907
5.250956,23.63878
5.251504,23.65822
5.252036,23.67736
5.25261,23.69628
5.2532,23.71514
5.253788,23.73428
5.254455,23.75304
5.25512,23.77405
5.255784,23.79293
5.256454,23.81216
5.257122,23.83082
5.257783,23.85032
5.258432,23.86964
5.259075,23.88751
5.259717,23.90646
5.260332,23.92554
5.26082,23.94436
5.261262,23.96314
5.261744,23.98406
5.262119,24.00348
5.262486,24.02134
5.262921,24.04032
5.26344,24.05931
5.263962,24.07821
5.264528,24.09727
5.265214,24.11615
5.265732,24.13562
5.266269,24.15472
5.26687,24.17369
5.267414,24.1944
5.267938,24.21367
5.268463,24.23227
5.268933,24.25125
5.269368,24.27062
5.269788,24.28852
5.270177,24.30775
5.27061,24.32669
5.271134,24.34545
5.271657,24.36366
5.272223,24.38142
5.272745,24.40189
5.273357,24.4216
5.273879,24.44057
5.274481,24.45938
5.274927,24.47836
5.275527,24.49705
5.275971,24.51542
5.276415,24.53444
5.27685,24.55333
5.277447,24.57264
5.27788,24.59166
5.278312,24.61267
5.278744,24.63134
5.279288,24.65054
5.279864,24.67064
5.28042,24.6895
5.280962,24.70826
5.281633,24.7262
5.282191,24.74445
5.282747,24.76396
5.283392,24.78261
5.283882,24.80257
5.28438,24.82314
5.28491,24.84244
5.285463,24.86136
5.285847,24.88043
5.286281,24.89935
5.286579,24.91846
5.287263,24.9372
5.287531,24.95621
5.288117,24.97568
5.288434,24.99446
5.288818,25.01331
5.289394,25.03506
5.289973,25.05459
5.290485,25.07343
5.29111,25.09353
5.291733,25.11134
5.292355,25.12925
5.293069,25.14877
5.293528,25.16734
5.293821,25.18634
5.294176,25.20504
5.294573,25.22367
5.295032,25.24452
5.295489,25.26339
5.295943,25.28212
5.296409,25.30128
5.296872,25.31896
5.297356,25.33802
5.297839,25.35696
5.298299,25.37589
5.298758,25.39389
5.299249,25.41368
5.299843,25.43242
5.300469,25.45322
5.301093,25.47191
5.301686,25.49002
5.302253,25.50991
5.302843,25.52888
5.303406,25.54782
5.303817,25.56684
5.304158,25.58573
5.30447,25.60462
5.304756,25.62375
5.305051,25.64261
5.305346,25.66237
5.305683,25.68095
5.306121,25.69971
5.306741,25.71865
5.307383,25.73771
5.308024,25.75656
5.30865,25.77645
5.309265,25.79522
5.309632,25.81416
5.30996,25.83404
5.310287,25.8546
5.310653,25.87563
5.311018,25.89428
5.311466,25.9136
5.312136,25.93215
5.312836,25.95115
5.313539,25.96962
5.31424,25.98845
5.314991,26.00719
5.315488,26.02616
5.316072,26.04474
5.316656,26.06359
5.317241,26.08455
5.31778,26.1031
5.318259,26.12256
5.318753,26.1417
5.319207,26.15984
5.319627,26.17885
5.319994,26.19756
5.320361,26.21662
5.320828,26.23552
5.321315,26.25346
5.32178,26.27289
5.322213,26.29438
5.322695,26.31326
5.323179,26.33225
5.323573,26.35141
5.323957,26.36929
5.324342,26.38706
5.324736,26.40535
5.325119,26.42372
5.325444,26.4432
5.325769,26.46163
5.32615,26.48028
5.32651,26.50157
5.326784,26.51921
5.327049,26.53687
5.327302,26.55579
5.327538,26.57482
5.327771,26.5928
